Matricula;Idade;Sexo;Escolaridade;Cargo;Anos_experiencia;Salario
502511;66;M;Pós-Graduação;Advogado de Contratos;34;11833.93
581302;47;F;4ª Série Incompleta;Afiador de Ferramentas;9;1773.79
801931;23;M;4ª Série Incompleta;Afiador de Ferramentas;0;1773.79
806233;23;M;4ª Série Incompleta;Afiador de Ferramentas;0;1773.79
511586;53;M;4ª Série Completa;Afiador de Ferramentas;21;1872.35
546778;36;M;5ª a 8ª Série Incompleta;Afiador de Ferramentas;9;1872.35
540383;44;F;5ª a 8ª Série Incompleta;Afiador de Ferramentas;11;1872.35
581220;48;M;5ª a 8ª Série Incompleta;Afiador de Ferramentas;10;1773.79
582277;40;M;5ª a 8ª Série Incompleta;Afiador de Ferramentas;5;1773.79
588450;41;M;1º Grau Completo;Afiador de Ferramentas;2;1773.79
531415;55;M;2º Grau Incompleto;Afiador de Ferramentas;13;1773.79
570454;36;M;2º Grau Incompleto;Afiador de Ferramentas;4;1773.79
572280;41;M;2º Grau Incompleto;Afiador de Ferramentas;4;1773.79
579241;39;M;2º Grau Incompleto;Afiador de Ferramentas;3;1773.79
533380;32;M;2º Grau Completo;Afiador de Ferramentas;12;1872.35
549336;36;M;2º Grau Completo;Afiador de Ferramentas;9;1773.79
562673;26;M;2º Grau Completo;Afiador de Ferramentas;6;1773.79
566369;31;F;2º Grau Completo;Afiador de Ferramentas;6;1773.79
572498;31;F;2º Grau Completo;Afiador de Ferramentas;4;1773.79
579731;45;M;2º Grau Completo;Afiador de Ferramentas;2;1773.79
581917;30;M;2º Grau Completo;Afiador de Ferramentas;7;1773.79
568238;24;F;Superior Incompleto;Afiador de Ferramentas;5;1773.79
566768;44;F;Superior Completo;Afiador de Ferramentas;6;1773.79
806000;32;M;4ª Série Incompleta;Ajudante de Motorista;0;1835.05
806001;34;M;4ª Série Incompleta;Ajudante de Motorista;0;1835.05
586105;30;M;5ª a 8ª Série Incompleta;Ajudante de Motorista;2;1835.05
597435;32;M;5ª a 8ª Série Incompleta;Ajudante de Motorista;1;1835.05
594157;47;M;5ª a 8ª Série Incompleta;Ajudante de Motorista;1;1835.05
803742;43;M;5ª a 8ª Série Incompleta;Ajudante de Motorista;0;1835.05
805044;27;M;5ª a 8ª Série Incompleta;Ajudante de Motorista;0;1835.05
801276;35;M;5ª a 8ª Série Incompleta;Ajudante de Motorista;0;1835.05
800595;47;M;5ª a 8ª Série Incompleta;Ajudante de Motorista;0;1835.05
800422;29;M;5ª a 8ª Série Incompleta;Ajudante de Motorista;1;1835.05
599689;33;M;1º Grau Completo;Ajudante de Motorista;1;1835.05
800495;23;M;1º Grau Completo;Ajudante de Motorista;0;1835.05
594783;23;M;1º Grau Completo;Ajudante de Motorista;1;1835.05
596358;43;M;1º Grau Completo;Ajudante de Motorista;1;1835.05
577892;32;M;1º Grau Completo;Ajudante de Motorista;3;1835.05
578622;31;M;1º Grau Completo;Ajudante de Motorista;3;1835.05
573871;22;M;2º Grau Incompleto;Ajudante de Motorista;4;1773.79
804865;31;M;2º Grau Incompleto;Ajudante de Motorista;0;1835.05
801962;23;M;2º Grau Incompleto;Ajudante de Motorista;0;1835.05
552547;38;M;2º Grau Completo;Ajudante de Motorista;8;1835.05
580770;41;M;2º Grau Completo;Ajudante de Motorista;2;1835.05
576264;30;M;2º Grau Completo;Ajudante de Motorista;3;1835.05
594694;29;M;2º Grau Completo;Ajudante de Motorista;1;1810.41
805619;23;M;2º Grau Completo;Ajudante de Motorista;0;1835.05
804601;34;M;2º Grau Completo;Ajudante de Motorista;0;1835.05
802292;29;M;2º Grau Completo;Ajudante de Motorista;0;1835.05
801655;32;M;2º Grau Completo;Ajudante de Motorista;0;1835.05
598477;59;M;2º Grau Completo;Ajudante de Motorista;1;1835.05
806187;44;M;2º Grau Completo;Ajudante de Motorista;0;1835.05
571255;29;M;Superior Completo;Ajudante de Motorista;4;1817.09
568366;28;M;Pós-Graduação;Ajudante de Motorista;5;1835.05
577889;33;M;Técnico;Ajudante de Motorista;3;1773.79
575113;41;M;Técnico;Ajudante de Motorista;3;1835.05
598352;42;M;Técnico;Ajudante de Motorista;1;1773.79
565799;34;F;Superior Completo;Analista Adm. - Alimentos;6;4231.77
573247;48;M;Superior Completo;Analista Adm. - Custos;4;7942.79
505333;49;M;Pós-Graduação;Analista Adm. - Custos;29;6787.96
565422;25;F;Superior Completo;Analista Adm. - Logística;6;4408.09
570868;23;F;Superior Completo;Analista Adm. - Logística;4;2043.98
554594;30;F;Pós-Graduação;Analista Adm. - OSM;8;4062.5
509630;41;F;Superior Completo;Analista Adm. - Projetos;22;7365.41
551273;33;F;Superior Completo;Analista Adm. - Qualidade;8;6787.96
556279;26;M;Superior Incompleto;Analista Adm. - Seguros;8;4062.5
577123;39;M;Superior Incompleto;Analista Adm. - Seguros;3;5859.54
539398;44;M;Superior Completo;Analista Adm. - Suprimentos;11;4010.01
559648;25;F;Superior Completo;Analista Adm. - Suprimentos;7;3167.91
575986;25;F;Superior Completo;Analista Adm. - Suprimentos;3;3167.91
577374;29;F;Superior Completo;Analista Adm. - Suprimentos;3;3437.41
588785;24;F;Superior Completo;Analista Adm. - Suprimentos;2;3167.91
512997;37;F;Pós-Graduação;Analista Adm. - Suprimentos;19;4010.01
502856;54;M;Pós-Graduação;Analista Adm. - Varejo;33;8978.5
576166;35;F;Superior Completo;Analista Ambiental;3;4062.5
805045;23;F;Superior Completo;Analista Ambiental;0;4062.5
590002;37;F;Mestrado;Analista Ambiental;2;5356.66
570863;27;F;Superior Completo;Analista Comercial;4;2157.44
559703;32;F;Pós-Graduação;Analista Comercial;7;3606.39
520898;36;F;Superior Completo;Analista Contábil;15;4062.5
536748;41;M;Superior Completo;Analista Contábil;11;4231.77
552472;29;F;Superior Completo;Analista Contábil;8;4062.5
565350;42;M;Superior Completo;Analista Contábil;6;7979.19
575041;26;M;Superior Completo;Analista Contábil;3;4062.5
510394;40;M;Pós-Graduação;Analista Contábil;21;5356.66
546879;26;F;Superior Completo;Analista Financeiro;9;5142.39
544166;35;F;Superior Completo;Analista Financeiro;10;5142.39
543929;33;F;Superior Completo;Analista Financeiro;10;5142.39
542441;28;F;Superior Completo;Analista Financeiro;10;5356.66
572971;32;M;Superior Completo;Analista Financeiro;4;4062.5
510063;43;F;Pós-Graduação;Analista Financeiro;22;6985.22
524908;38;F;Pós-Graduação;Analista Financeiro;15;4062.5
513627;37;F;Pós-Graduação;Analista Financeiro;19;5142.39
577670;23;M;Pós-Graduação;Analista Financeiro;3;4231.77
510678;43;F;Superior Incompleto;Analista Gestão da Qualidade;21;5142.39
568385;31;F;Superior Completo;Analista Gestão da Qualidade;5;4231.77
803900;25;F;Superior Completo;Analista Gestão da Qualidade;0;4062.5
501191;54;F;Pós-Graduação;Analista Gestão da Qualidade;37;8120.71
544980;28;F;Pós-Graduação;Analista Gestão da Qualidade;10;2730.93
537415;31;F;Pós-Graduação;Analista Gestão da Qualidade;11;5142.39
564041;31;F;Superior Completo;Analista Marketing de Produto;6;5168.35
559507;29;F;Superior Completo;Analista Marketing de Produto;7;4231.77
802181;23;F;Superior Completo;Analista Marketing de Produto;0;4062.5
578411;27;F;Superior Completo;Analista P&D;3;4845.75
805998;27;M;Superior Completo;Analista P&D;0;4821.43
545469;30;F;Pós-Graduação;Analista P&D;10;4845.75
520443;41;F;Pós-Graduação;Analista P&D;16;5572.63
551727;33;F;Pós-Graduação;Analista P&D;8;5572.63
592171;39;M;Superior Incompleto;Analista TI - Ambientes;1;5449.57
599784;34;M;Superior Completo;Analista TI - Ambientes;1;10652.28
578915;22;M;Superior Incompleto;Analista TI - Funcional;3;6195.94
508443;42;M;Superior Completo;Analista TI - Funcional;24;8169.75
534451;31;F;Superior Completo;Analista TI - Funcional;12;6195.94
551993;40;M;Superior Completo;Analista TI - Funcional;8;6195.94
539274;40;M;Superior Completo;Analista TI - Funcional;11;8510.15
572758;23;M;Superior Completo;Analista TI - Funcional;4;6195.94
507202;41;M;Pós-Graduação;Analista TI - Funcional;27;13416.58
500894;60;M;Pós-Graduação;Analista TI - Funcional;38;14107.39
507352;45;M;Pós-Graduação;Analista TI - Funcional;26;12636.04
507841;44;F;Pós-Graduação;Analista TI - Funcional;24;7271.62
579982;31;F;Pós-Graduação;Analista TI - Funcional;2;6195.94
570613;38;M;Pós-Graduação;Analista TI - Funcional;4;6454.11
504907;52;F;Pós-Graduação;Analista TI - Funcional;30;13416.58
565646;37;M;Pós-Graduação;Analista TI - Funcional;6;6195.94
573226;23;M;Superior Incompleto;Analista TI - Infra;4;3546.65
579924;23;M;Superior Incompleto;Analista TI - Infra;2;3546.65
598168;26;M;Superior Incompleto;Analista TI - Infra;1;3546.65
502535;58;M;Superior Completo;Analista TI - Infra;34;5982.82
570094;33;M;Superior Completo;Analista TI - Infra;5;3546.65
569853;25;M;Superior Completo;Analista TI - Infra;5;4445.68
595738;32;M;Superior Completo;Analista TI - Infra;1;3546.65
558890;29;M;Superior Completo;Analista TI - Seg. Informação;7;6538.1
567880;27;M;Superior Incompleto;Analista TI - Service Desk;5;2829.43
534625;29;M;Superior Completo;Analista TI - Service Desk;12;2829.43
573692;24;F;Superior Completo;Analista TI - Service Desk;4;2829.43
563108;28;F;Pós-Graduação;Analista TI - Service Desk;6;2829.43
590145;30;F;Pós-Graduação;Analista TI - Service Desk;2;2829.43
597963;33;M;Técnico;Analista TI - Service Desk;1;2829.43
590315;32;F;Superior Completo;Analista Tributário;2;6538.1
598541;31;F;Mestrado;Analista Tributário;1;4775.43
510417;42;F;Superior Completo;Analista de Comunicação;21;5124.26
541698;32;F;Superior Completo;Analista de Comunicação;10;4192.34
574315;33;F;Superior Completo;Analista de Comunicação;4;4915.24
564699;27;F;Superior Completo;Analista de Comércio Exterior;6;5142.39
555009;31;F;Superior Completo;Analista de Comércio Exterior;8;4445.68
566529;24;M;Superior Completo;Analista de Comércio Exterior;6;4591.76
575984;30;F;Superior Completo;Analista de Comércio Exterior;3;4445.68
804651;23;F;Superior Completo;Analista de Comércio Exterior;0;4062.5
598717;30;F;Superior Completo;Analista de Comércio Exterior;1;4231.77
806741;35;F;Superior Completo;Analista de Comércio Exterior;0;4062.5
509696;41;M;Pós-Graduação;Analista de Comércio Exterior;22;6985.22
510445;40;F;Pós-Graduação;Analista de Comércio Exterior;21;4445.68
550293;27;F;Pós-Graduação;Analista de Comércio Exterior;9;4445.68
569706;25;F;Pós-Graduação;Analista de Comércio Exterior;5;4231.77
564968;24;F;Pós-Graduação;Analista de Comércio Exterior;6;4445.68
553536;36;F;Pós-Graduação;Analista de Comércio Exterior;8;6985.22
550705;44;M;Pós-Graduação;Analista de Comércio Exterior;9;5572.63
576730;47;F;Pós-Graduação;Analista de Comércio Exterior;3;4231.77
806826;28;M;Técnico;Analista de Comércio Exterior;0;4062.5
516268;46;F;Pós-Graduação;Analista de Cooperativismo;18;11540.58
529550;32;F;Superior Completo;Analista de Gestão de Pessoas;13;4558.7
528765;32;F;Superior Completo;Analista de Gestão de Pessoas;13;4445.68
572527;24;F;Superior Completo;Analista de Gestão de Pessoas;4;4231.77
583202;27;F;Superior Completo;Analista de Gestão de Pessoas;4;4794.22
588328;28;F;Superior Completo;Analista de Gestão de Pessoas;2;4445.68
501850;57;F;Pós-Graduação;Analista de Gestão de Pessoas;36;4845.75
509763;43;F;Pós-Graduação;Analista de Gestão de Pessoas;22;4520.1
512929;41;F;Pós-Graduação;Analista de Gestão de Pessoas;19;6787.96
531508;31;F;Pós-Graduação;Analista de Gestão de Pessoas;13;4231.77
537775;33;F;Pós-Graduação;Analista de Gestão de Pessoas;11;6317.87
569812;30;F;Pós-Graduação;Analista de Gestão de Pessoas;5;5356.66
559486;26;M;Pós-Graduação;Analista de Gestão de Pessoas;7;5142.39
565599;33;M;Pós-Graduação;Analista de Gestão de Pessoas;6;4062.5
563672;30;F;Pós-Graduação;Analista de Gestão de Pessoas;6;5356.66
595894;31;F;Pós-Graduação;Analista de Gestão de Pessoas;1;3210.19
578383;52;M;Pós-Graduação;Analista de Gestão de Pessoas;3;6317.87
534217;30;M;Superior Completo;Analista de Logística - Inter.;12;4821.43
555134;43;M;Superior Completo;Analista de Logística - Inter.;8;6622.26
513021;38;F;Superior Completo;Analista de Logística - PCL;19;4010.01
557640;32;F;Superior Completo;Analista de Logística - PCL;7;4010.01
572050;22;F;Superior Completo;Analista de Logística - PCL;4;3167.91
517326;36;F;Pós-Graduação;Analista de Logística - PCL;17;4010.01
504930;51;M;Pós-Graduação;Analista de Logística - PCL;30;5451.13
542546;33;F;Pós-Graduação;Analista de Logística - PCL;10;3167.91
528717;35;F;Pós-Graduação;Analista de Logística - PCL;13;3167.91
552762;28;F;Pós-Graduação;Analista de Logística - PCL;8;3167.91
597601;25;M;Superior Completo;Analista de Logística - Proj.;1;4821.43
500017;64;M;Pós-Graduação;Analista de Mercado Cereais;47;15177.83
553900;30;F;Superior Completo;Analista de Planej./Gestão;8;4821.43
566726;35;M;Superior Completo;Analista de Planej./Gestão;6;7723.05
587084;27;F;Superior Completo;Analista de Planej./Gestão;2;4821.43
597276;31;F;Superior Completo;Analista de Planej./Gestão;1;4821.43
505413;47;F;Pós-Graduação;Analista de Planej./Gestão;29;9765.86
525492;34;M;Pós-Graduação;Analista de Planej./Gestão;14;7723.05
526038;34;M;Pós-Graduação;Analista de Planej./Gestão;14;6622.26
567404;33;F;Pós-Graduação;Analista de Planej./Gestão;5;6103.09
553196;31;F;Pós-Graduação;Analista de Planej./Gestão;8;4821.43
546029;27;M;Superior Completo;Analista de Pricing;9;4821.43
577327;30;M;Pós-Graduação;Analista de Pricing;3;4845.75
574367;27;F;Superior Completo;Analista de Proc. Industriais;4;5894.26
581064;27;M;Superior Completo;Analista de Proc. Industriais;2;5022.32
594463;38;M;Superior Completo;Analista de Proc. Industriais;1;4845.75
588446;44;M;Pós-Graduação;Analista de Proc. Industriais;2;8755.91
596432;28;F;Mestrado;Analista de Proc. Industriais;1;4231.77
529007;32;M;Superior Completo;Analista de Proc./Custos;13;5142.39
572102;29;F;Superior Completo;Analista de Proc./Custos;4;3611.03
581380;36;M;Superior Completo;Analista de Proc./Custos;9;4591.76
805541;28;M;Superior Completo;Analista de Proc./Custos;0;4062.5
504392;51;M;Pós-Graduação;Analista de Proc./Custos;30;6812.05
589760;21;F;Superior Incompleto;Analista de Proc./Custos - PCP;2;3167.91
584820;30;F;Superior Incompleto;Analista de Proc./Custos - PCP;3;3167.91
508829;45;M;Superior Completo;Analista de Proc./Custos - PCP;23;3580.63
529220;34;F;Superior Completo;Analista de Proc./Custos - PCP;13;3167.91
576966;32;M;Superior Completo;Analista de Proc./Custos - PCP;3;3167.91
590607;28;F;Superior Completo;Analista de Proc./Custos - PCP;2;3167.91
805484;27;M;Superior Completo;Analista de Proc./Custos - PCP;0;3167.91
509048;41;F;Pós-Graduação;Analista de Proc./Custos - PCP;23;3437.41
503617;55;F;Pós-Graduação;Assessor de Cooperativismo;32;13965.77
570353;44;M;Pós-Graduação;Assessor de Nutrição Animal;4;19671.47
509742;41;M;Pós-Graduação;Assessor de Produtos Revenda;22;9765.86
589081;19;F;2º Grau Incompleto;Assist. Administrativo;2;2730.93
501350;56;M;2º Grau Completo;Assist. Administrativo;36;3429.9
565331;30;F;2º Grau Completo;Assist. Administrativo;6;2668.77
586508;20;F;2º Grau Completo;Assist. Administrativo;2;2730.93
578972;22;M;2º Grau Completo;Assist. Administrativo;3;2668.77
512137;55;M;2º Grau Completo;Assist. Administrativo;20;3429.9
533581;31;M;2º Grau Completo;Assist. Administrativo;12;3755.04
548209;48;F;2º Grau Completo;Assist. Administrativo;9;2877.41
541834;57;F;2º Grau Completo;Assist. Administrativo;10;3344.9
554782;31;M;2º Grau Completo;Assist. Administrativo;8;2668.77
555931;26;M;2º Grau Completo;Assist. Administrativo;8;3338.6
550537;41;M;2º Grau Completo;Assist. Administrativo;9;2524.1
556265;25;F;2º Grau Completo;Assist. Administrativo;8;2354.09
564197;38;M;2º Grau Completo;Assist. Administrativo;6;2849.03
558032;38;M;2º Grau Completo;Assist. Administrativo;7;2950.51
565998;43;F;2º Grau Completo;Assist. Administrativo;6;2849.03
568937;23;M;2º Grau Completo;Assist. Administrativo;5;2950.51
568939;31;M;2º Grau Completo;Assist. Administrativo;5;2844.72
559506;32;F;2º Grau Completo;Assist. Administrativo;7;2247.34
568313;31;M;2º Grau Completo;Assist. Administrativo;5;2247.34
567263;24;M;2º Grau Completo;Assist. Administrativo;5;2438.51
572094;51;M;2º Grau Completo;Assist. Administrativo;4;2571.82
572571;23;M;2º Grau Completo;Assist. Administrativo;4;3338.6
573428;22;F;2º Grau Completo;Assist. Administrativo;4;2210.77
572889;40;M;2º Grau Completo;Assist. Administrativo;4;2950.51
571705;26;M;2º Grau Completo;Assist. Administrativo;4;2637.49
573218;25;F;2º Grau Completo;Assist. Administrativo;4;2950.51
580475;30;F;2º Grau Completo;Assist. Administrativo;2;2849.03
572761;24;F;2º Grau Completo;Assist. Administrativo;4;2247.34
578630;27;F;2º Grau Completo;Assist. Administrativo;3;2963.25
574631;32;M;2º Grau Completo;Assist. Administrativo;3;2730.93
576302;28;M;2º Grau Completo;Assist. Administrativo;3;2668.77
575252;29;M;2º Grau Completo;Assist. Administrativo;3;2369.28
574316;33;F;2º Grau Completo;Assist. Administrativo;4;2438.51
575765;31;M;2º Grau Completo;Assist. Administrativo;3;3344.9
586509;22;M;2º Grau Completo;Assist. Administrativo;2;2950.51
586229;20;F;2º Grau Completo;Assist. Administrativo;2;2157.44
581012;37;M;2º Grau Completo;Assist. Administrativo;2;3562.83
580197;35;F;2º Grau Completo;Assist. Administrativo;2;2950.51
580234;23;F;2º Grau Completo;Assist. Administrativo;2;2668.77
580086;42;F;2º Grau Completo;Assist. Administrativo;2;2730.93
596353;20;F;2º Grau Completo;Assist. Administrativo;1;2247.34
595950;20;F;2º Grau Completo;Assist. Administrativo;1;2247.34
594748;24;F;2º Grau Completo;Assist. Administrativo;1;2730.93
595262;20;M;2º Grau Completo;Assist. Administrativo;1;2247.34
594131;30;F;2º Grau Completo;Assist. Administrativo;1;2340.98
591859;26;F;2º Grau Completo;Assist. Administrativo;1;2340.98
593102;23;F;2º Grau Completo;Assist. Administrativo;1;2157.44
595123;19;F;2º Grau Completo;Assist. Administrativo;1;2157.44
595102;22;F;2º Grau Completo;Assist. Administrativo;1;2157.44
595109;24;F;2º Grau Completo;Assist. Administrativo;1;2247.34
595110;23;F;2º Grau Completo;Assist. Administrativo;1;2730.93
593671;19;F;2º Grau Completo;Assist. Administrativo;1;2524.1
804652;20;M;2º Grau Completo;Assist. Administrativo;0;3604.83
804992;26;M;2º Grau Completo;Assist. Administrativo;0;2438.51
800938;19;M;2º Grau Completo;Assist. Administrativo;0;2247.34
801601;19;M;2º Grau Completo;Assist. Administrativo;0;1642.41
598169;28;F;2º Grau Completo;Assist. Administrativo;1;2247.34
800854;26;F;2º Grau Completo;Assist. Administrativo;0;1980.16
800855;23;F;2º Grau Completo;Assist. Administrativo;0;1980.16
800882;39;F;2º Grau Completo;Assist. Administrativo;0;1980.16
598204;36;M;2º Grau Completo;Assist. Administrativo;1;1930.92
598207;25;F;2º Grau Completo;Assist. Administrativo;1;2657.65
598319;31;F;2º Grau Completo;Assist. Administrativo;1;2247.34
599461;22;F;2º Grau Completo;Assist. Administrativo;1;2247.34
800147;26;M;2º Grau Completo;Assist. Administrativo;1;2340.98
599886;25;F;2º Grau Completo;Assist. Administrativo;1;2247.34
800425;18;F;2º Grau Completo;Assist. Administrativo;1;2157.44
599469;21;F;2º Grau Completo;Assist. Administrativo;1;2844.72
566534;23;F;Superior Incompleto;Assist. Administrativo;6;2844.72
568851;23;M;Superior Incompleto;Assist. Administrativo;5;2950.51
522865;36;F;Superior Incompleto;Assist. Administrativo;15;2963.25
525567;33;M;Superior Incompleto;Assist. Administrativo;14;2637.49
595066;23;F;Superior Incompleto;Assist. Administrativo;1;2247.34
571774;22;M;Superior Incompleto;Assist. Administrativo;4;2963.25
553708;28;F;Superior Incompleto;Assist. Administrativo;8;3604.83
555244;31;F;Superior Incompleto;Assist. Administrativo;8;3344.9
535570;30;F;Superior Incompleto;Assist. Administrativo;12;2699.3
566932;25;F;Superior Incompleto;Assist. Administrativo;5;2157.44
567746;26;F;Superior Incompleto;Assist. Administrativo;5;2247.34
565424;24;F;Superior Incompleto;Assist. Administrativo;6;2963.25
568940;30;M;Superior Incompleto;Assist. Administrativo;5;3210.19
557126;38;F;Superior Incompleto;Assist. Administrativo;7;2340.98
564572;25;M;Superior Incompleto;Assist. Administrativo;6;2730.93
574108;25;M;Superior Incompleto;Assist. Administrativo;4;2668.77
572405;25;F;Superior Incompleto;Assist. Administrativo;4;2247.34
570860;23;F;Superior Incompleto;Assist. Administrativo;4;2730.93
570861;22;F;Superior Incompleto;Assist. Administrativo;4;4583.22
570864;22;M;Superior Incompleto;Assist. Administrativo;4;2844.72
573783;29;M;Superior Incompleto;Assist. Administrativo;4;2730.93
571777;39;F;Superior Incompleto;Assist. Administrativo;4;2963.25
587251;33;F;Superior Incompleto;Assist. Administrativo;2;2247.34
579461;24;F;Superior Incompleto;Assist. Administrativo;3;2340.98
575507;23;F;Superior Incompleto;Assist. Administrativo;3;2247.34
578063;25;F;Superior Incompleto;Assist. Administrativo;3;2129.3
578758;26;M;Superior Incompleto;Assist. Administrativo;3;3645.53
581555;35;F;Superior Incompleto;Assist. Administrativo;9;2157.44
583481;50;F;Superior Incompleto;Assist. Administrativo;4;2668.77
805325;19;F;Superior Incompleto;Assist. Administrativo;0;2157.44
588326;41;F;Superior Incompleto;Assist. Administrativo;2;2950.51
588014;22;F;Superior Incompleto;Assist. Administrativo;2;2247.34
590375;20;M;Superior Incompleto;Assist. Administrativo;2;2536.05
591148;22;F;Superior Incompleto;Assist. Administrativo;2;2157.44
596362;22;M;Superior Incompleto;Assist. Administrativo;1;2247.34
596962;19;F;Superior Incompleto;Assist. Administrativo;1;2157.44
597274;27;F;Superior Incompleto;Assist. Administrativo;1;2247.34
581522;34;F;Superior Incompleto;Assist. Administrativo;9;2668.77
806463;19;F;Superior Incompleto;Assist. Administrativo;0;2157.44
806700;18;F;Superior Incompleto;Assist. Administrativo;0;1980.15
598837;30;F;Superior Incompleto;Assist. Administrativo;1;1980.16
598532;22;M;Superior Incompleto;Assist. Administrativo;1;2214.21
800489;18;F;Superior Incompleto;Assist. Administrativo;0;2247.34
599241;27;M;Superior Incompleto;Assist. Administrativo;1;2637.49
800503;27;F;Superior Incompleto;Assist. Administrativo;0;2340.98
802514;18;M;Superior Incompleto;Assist. Administrativo;0;2157.44
554996;26;F;Superior Completo;Assist. Administrativo;8;2950.51
508882;41;M;Superior Completo;Assist. Administrativo;23;3911.49
508517;55;M;Superior Completo;Assist. Administrativo;24;3262.01
597120;25;F;Superior Completo;Assist. Administrativo;1;2354.9
580042;22;F;Superior Completo;Assist. Administrativo;2;2571.82
529533;32;F;Superior Completo;Assist. Administrativo;13;2247.34
511886;39;F;Superior Completo;Assist. Administrativo;20;2844.72
511856;45;M;Superior Completo;Assist. Administrativo;20;4298.86
520271;34;F;Superior Completo;Assist. Administrativo;16;3611.03
520094;39;F;Superior Completo;Assist. Administrativo;16;2668.77
519296;40;F;Superior Completo;Assist. Administrativo;16;3611.03
503204;55;M;Superior Completo;Assist. Administrativo;32;4298.86
537329;34;F;Superior Completo;Assist. Administrativo;11;3604.83
537428;40;F;Superior Completo;Assist. Administrativo;11;2844.72
536872;32;F;Superior Completo;Assist. Administrativo;11;2950.51
522256;33;F;Superior Completo;Assist. Administrativo;15;2736.58
524447;39;F;Superior Completo;Assist. Administrativo;15;2844.72
526400;37;M;Superior Completo;Assist. Administrativo;14;2950.51
525877;32;F;Superior Completo;Assist. Administrativo;14;3611.03
544666;42;M;Superior Completo;Assist. Administrativo;10;3611.03
546057;31;F;Superior Completo;Assist. Administrativo;9;2668.77
548581;29;F;Superior Completo;Assist. Administrativo;9;2538.15
550218;37;F;Superior Completo;Assist. Administrativo;9;3611.03
529625;36;F;Superior Completo;Assist. Administrativo;13;3344.9
551321;29;F;Superior Completo;Assist. Administrativo;8;3755.04
552336;40;M;Superior Completo;Assist. Administrativo;8;2668.77
552299;37;F;Superior Completo;Assist. Administrativo;8;2354.09
543760;29;F;Superior Completo;Assist. Administrativo;10;4406.95
565612;27;F;Superior Completo;Assist. Administrativo;6;2844.72
568186;23;M;Superior Completo;Assist. Administrativo;5;2340.98
567903;29;M;Superior Completo;Assist. Administrativo;5;3611.03
555353;41;F;Superior Completo;Assist. Administrativo;8;3210.19
553646;29;F;Superior Completo;Assist. Administrativo;8;2247.34
557222;31;F;Superior Completo;Assist. Administrativo;7;3755.04
557314;28;M;Superior Completo;Assist. Administrativo;7;3611.03
557492;39;M;Superior Completo;Assist. Administrativo;7;3344.9
564329;24;F;Superior Completo;Assist. Administrativo;6;2602.63
559220;36;M;Superior Completo;Assist. Administrativo;7;3154.51
558138;31;F;Superior Completo;Assist. Administrativo;7;3698.03
570553;31;F;Superior Completo;Assist. Administrativo;4;2841.15
558393;25;M;Superior Completo;Assist. Administrativo;7;3344.9
563866;23;M;Superior Completo;Assist. Administrativo;6;3338.6
564695;24;M;Superior Completo;Assist. Administrativo;6;2950.51
562622;33;F;Superior Completo;Assist. Administrativo;6;2841.15
566528;39;F;Superior Completo;Assist. Administrativo;6;2730.93
568539;35;F;Superior Completo;Assist. Administrativo;5;3338.6
565944;31;F;Superior Completo;Assist. Administrativo;6;2340.98
574059;38;F;Superior Completo;Assist. Administrativo;4;2768.38
572083;32;M;Superior Completo;Assist. Administrativo;4;2883.73
571917;27;F;Superior Completo;Assist. Administrativo;4;2340.98
570788;46;F;Superior Completo;Assist. Administrativo;4;2668.77
575257;31;M;Superior Completo;Assist. Administrativo;3;2844.72
575571;26;F;Superior Completo;Assist. Administrativo;3;2571.82
575598;26;F;Superior Completo;Assist. Administrativo;3;2963.25
578785;25;F;Superior Completo;Assist. Administrativo;3;3210.19
580088;25;F;Superior Completo;Assist. Administrativo;2;2157.44
581183;31;F;Superior Completo;Assist. Administrativo;10;2668.77
587083;47;F;Superior Completo;Assist. Administrativo;2;2908.63
586973;26;F;Superior Completo;Assist. Administrativo;2;2637.49
578092;26;F;Superior Completo;Assist. Administrativo;5;2730.93
575039;28;F;Superior Completo;Assist. Administrativo;3;2963.25
577896;23;F;Superior Completo;Assist. Administrativo;3;2536.05
580681;24;F;Superior Completo;Assist. Administrativo;2;2438.51
579913;33;F;Superior Completo;Assist. Administrativo;2;2668.77
580231;30;F;Superior Completo;Assist. Administrativo;2;2244.62
581177;31;F;Superior Completo;Assist. Administrativo;10;3755.04
582083;37;F;Superior Completo;Assist. Administrativo;6;2157.44
586034;28;F;Superior Completo;Assist. Administrativo;2;2536.05
586038;25;M;Superior Completo;Assist. Administrativo;2;2730.93
582996;31;F;Superior Completo;Assist. Administrativo;4;2157.44
587505;24;F;Superior Completo;Assist. Administrativo;2;2637.49
596644;34;F;Superior Completo;Assist. Administrativo;1;1965.37
597246;22;M;Superior Completo;Assist. Administrativo;1;2247.34
582436;27;F;Superior Completo;Assist. Administrativo;5;2354.09
595480;30;F;Superior Completo;Assist. Administrativo;1;2157.44
592466;23;F;Superior Completo;Assist. Administrativo;1;2668.77
595069;37;F;Superior Completo;Assist. Administrativo;1;2844.72
588116;30;M;Superior Completo;Assist. Administrativo;2;3086.72
804311;24;M;Superior Completo;Assist. Administrativo;0;2015.56
802182;27;F;Superior Completo;Assist. Administrativo;0;3210.19
802723;23;M;Superior Completo;Assist. Administrativo;0;2247.34
804626;23;F;Superior Completo;Assist. Administrativo;0;2256.7
805653;35;F;Superior Completo;Assist. Administrativo;0;2157.44
