Matricula;Idade;Sexo;Escolaridade;Cargo;Anos_experiencia;Salario
587971;20;F;2º Grau Completo;Aux. de Produção;2;1773.79
588743;32;M;2º Grau Completo;Aux. de Produção;2;1773.79
578191;50;F;2º Grau Completo;Aux. de Produção;6;1781.61
578421;22;F;2º Grau Completo;Aux. de Produção;3;1773.79
574689;25;F;2º Grau Completo;Aux. de Produção;3;1773.79
578100;26;F;2º Grau Completo;Aux. de Produção;4;1781.61
579520;49;F;2º Grau Completo;Aux. de Produção;3;1773.79
578353;28;F;2º Grau Completo;Aux. de Produção;3;1773.79
577014;40;F;2º Grau Completo;Aux. de Produção;3;1773.79
574793;27;F;2º Grau Completo;Aux. de Produção;3;1773.79
578134;56;F;2º Grau Completo;Aux. de Produção;8;1781.61
578149;59;F;2º Grau Completo;Aux. de Produção;13;2031.87
583678;48;F;2º Grau Completo;Aux. de Produção;3;1773.79
586718;43;F;2º Grau Completo;Aux. de Produção;2;1773.79
583761;22;M;2º Grau Completo;Aux. de Produção;3;1773.79
581210;53;F;2º Grau Completo;Aux. de Produção;10;1773.79
582896;30;M;2º Grau Completo;Aux. de Produção;4;1773.79
582858;31;M;2º Grau Completo;Aux. de Produção;4;1773.79
582592;40;M;2º Grau Completo;Aux. de Produção;5;1773.79
595198;38;M;2º Grau Completo;Aux. de Produção;1;1773.79
595200;22;M;2º Grau Completo;Aux. de Produção;1;1773.79
593050;40;M;2º Grau Completo;Aux. de Produção;1;1773.79
588475;21;F;2º Grau Completo;Aux. de Produção;2;1773.79
595204;19;M;2º Grau Completo;Aux. de Produção;1;1773.79
593055;42;F;2º Grau Completo;Aux. de Produção;1;1773.79
589187;21;F;2º Grau Completo;Aux. de Produção;2;1773.79
589920;21;M;2º Grau Completo;Aux. de Produção;2;1773.79
595234;22;M;2º Grau Completo;Aux. de Produção;1;1773.79
593069;20;F;2º Grau Completo;Aux. de Produção;1;1773.79
591574;42;M;2º Grau Completo;Aux. de Produção;2;1773.79
593379;32;F;2º Grau Completo;Aux. de Produção;1;1773.79
594133;37;M;2º Grau Completo;Aux. de Produção;1;1773.79
590621;51;M;2º Grau Completo;Aux. de Produção;2;1773.79
594443;33;M;2º Grau Completo;Aux. de Produção;1;1773.79
590587;38;M;2º Grau Completo;Aux. de Produção;2;1773.79
582486;24;F;2º Grau Completo;Aux. de Produção;5;1773.79
583082;25;F;2º Grau Completo;Aux. de Produção;4;1773.79
584896;39;F;2º Grau Completo;Aux. de Produção;2;1773.79
581290;53;F;2º Grau Completo;Aux. de Produção;10;1773.79
584583;21;F;2º Grau Completo;Aux. de Produção;3;1773.79
580450;21;F;2º Grau Completo;Aux. de Produção;2;1773.79
582731;53;F;2º Grau Completo;Aux. de Produção;4;1773.79
582129;29;M;2º Grau Completo;Aux. de Produção;6;1773.79
583893;21;F;2º Grau Completo;Aux. de Produção;3;1773.79
585172;25;M;2º Grau Completo;Aux. de Produção;2;1773.79
582390;25;F;2º Grau Completo;Aux. de Produção;5;1773.79
583790;25;F;2º Grau Completo;Aux. de Produção;3;1773.79
584984;22;F;2º Grau Completo;Aux. de Produção;2;1773.79
583340;29;F;2º Grau Completo;Aux. de Produção;4;1773.79
581341;28;F;2º Grau Completo;Aux. de Produção;9;1773.79
583889;45;M;2º Grau Completo;Aux. de Produção;3;1773.79
583172;55;M;2º Grau Completo;Aux. de Produção;4;1773.79
584502;21;M;2º Grau Completo;Aux. de Produção;3;1773.79
587126;45;F;2º Grau Completo;Aux. de Produção;2;1773.79
587128;22;F;2º Grau Completo;Aux. de Produção;2;1773.79
585188;41;F;2º Grau Completo;Aux. de Produção;2;1773.79
581812;43;F;2º Grau Completo;Aux. de Produção;7;1773.79
586203;21;F;2º Grau Completo;Aux. de Produção;2;1773.79
585101;45;M;2º Grau Completo;Aux. de Produção;2;1773.79
584609;28;F;2º Grau Completo;Aux. de Produção;3;1773.79
581369;49;F;2º Grau Completo;Aux. de Produção;9;1773.79
580874;36;F;2º Grau Completo;Aux. de Produção;2;1773.79
583613;24;F;2º Grau Completo;Aux. de Produção;3;1773.79
583646;49;M;2º Grau Completo;Aux. de Produção;3;1773.79
587038;36;F;2º Grau Completo;Aux. de Produção;2;1773.79
582945;46;F;2º Grau Completo;Aux. de Produção;4;1773.79
585336;20;F;2º Grau Completo;Aux. de Produção;2;1773.79
583192;25;M;2º Grau Completo;Aux. de Produção;4;1773.79
586224;22;M;2º Grau Completo;Aux. de Produção;2;1773.79
584288;23;F;2º Grau Completo;Aux. de Produção;3;1773.79
583482;37;M;2º Grau Completo;Aux. de Produção;4;1773.79
584055;28;M;2º Grau Completo;Aux. de Produção;3;1773.79
583292;30;M;2º Grau Completo;Aux. de Produção;4;1773.79
583117;26;F;2º Grau Completo;Aux. de Produção;4;1773.79
581674;42;M;2º Grau Completo;Aux. de Produção;8;1773.79
586542;30;F;2º Grau Completo;Aux. de Produção;2;1773.79
585742;27;F;2º Grau Completo;Aux. de Produção;2;1773.79
585149;23;M;2º Grau Completo;Aux. de Produção;2;1773.79
587018;28;F;2º Grau Completo;Aux. de Produção;2;1773.79
582141;54;M;2º Grau Completo;Aux. de Produção;6;1773.79
580824;41;F;2º Grau Completo;Aux. de Produção;2;1773.79
585289;23;M;2º Grau Completo;Aux. de Produção;2;1773.79
581893;60;M;2º Grau Completo;Aux. de Produção;7;1773.79
584015;23;M;2º Grau Completo;Aux. de Produção;3;1773.79
584898;26;F;2º Grau Completo;Aux. de Produção;2;1773.79
583797;45;F;2º Grau Completo;Aux. de Produção;3;1773.79
581813;33;F;2º Grau Completo;Aux. de Produção;7;1773.79
581973;30;M;2º Grau Completo;Aux. de Produção;7;1773.79
583235;29;M;2º Grau Completo;Aux. de Produção;4;1773.79
586152;24;M;2º Grau Completo;Aux. de Produção;2;1773.79
584437;21;F;2º Grau Completo;Aux. de Produção;3;1773.79
582562;50;F;2º Grau Completo;Aux. de Produção;5;1773.79
584509;22;F;2º Grau Completo;Aux. de Produção;3;1773.79
582340;41;M;2º Grau Completo;Aux. de Produção;5;1773.79
583955;29;F;2º Grau Completo;Aux. de Produção;3;1773.79
584342;41;F;2º Grau Completo;Aux. de Produção;3;1773.79
581546;27;F;2º Grau Completo;Aux. de Produção;9;1773.79
583789;42;F;2º Grau Completo;Aux. de Produção;3;1773.79
584197;22;M;2º Grau Completo;Aux. de Produção;3;1773.79
585474;23;F;2º Grau Completo;Aux. de Produção;2;1773.79
584853;42;F;2º Grau Completo;Aux. de Produção;2;1773.79
584903;39;F;2º Grau Completo;Aux. de Produção;2;1773.79
586443;21;F;2º Grau Completo;Aux. de Produção;2;1773.79
586447;38;M;2º Grau Completo;Aux. de Produção;2;1773.79
582709;23;F;2º Grau Completo;Aux. de Produção;4;1773.79
583420;27;F;2º Grau Completo;Aux. de Produção;4;1773.79
583923;51;M;2º Grau Completo;Aux. de Produção;3;1773.79
584858;35;F;2º Grau Completo;Aux. de Produção;2;1773.79
586572;21;F;2º Grau Completo;Aux. de Produção;2;1773.79
581320;45;M;2º Grau Completo;Aux. de Produção;9;1773.79
585838;26;M;2º Grau Completo;Aux. de Produção;2;1773.79
584711;21;M;2º Grau Completo;Aux. de Produção;3;1773.79
582222;36;F;2º Grau Completo;Aux. de Produção;6;1773.79
582910;23;M;2º Grau Completo;Aux. de Produção;4;1773.79
581346;56;F;2º Grau Completo;Aux. de Produção;9;1773.79
584600;35;F;2º Grau Completo;Aux. de Produção;3;1773.79
581850;49;M;2º Grau Completo;Aux. de Produção;7;1773.79
581412;38;F;2º Grau Completo;Aux. de Produção;9;1773.79
582919;31;M;2º Grau Completo;Aux. de Produção;4;1773.79
581392;42;M;2º Grau Completo;Aux. de Produção;9;1773.79
583182;26;M;2º Grau Completo;Aux. de Produção;4;1773.79
584529;24;F;2º Grau Completo;Aux. de Produção;3;1773.79
582405;47;F;2º Grau Completo;Aux. de Produção;5;1773.79
581861;41;F;2º Grau Completo;Aux. de Produção;7;1773.79
581918;41;F;2º Grau Completo;Aux. de Produção;7;1773.79
583672;28;M;2º Grau Completo;Aux. de Produção;3;1773.79
584002;23;F;2º Grau Completo;Aux. de Produção;3;1773.79
585506;48;M;2º Grau Completo;Aux. de Produção;2;1773.79
585960;43;F;2º Grau Completo;Aux. de Produção;2;1773.79
582764;44;M;2º Grau Completo;Aux. de Produção;4;1773.79
583120;33;M;2º Grau Completo;Aux. de Produção;4;1773.79
581108;22;M;2º Grau Completo;Aux. de Produção;2;1773.79
582490;33;M;2º Grau Completo;Aux. de Produção;5;1773.79
582856;23;M;2º Grau Completo;Aux. de Produção;4;1773.79
583128;33;F;2º Grau Completo;Aux. de Produção;4;1773.79
583519;44;F;2º Grau Completo;Aux. de Produção;4;1773.79
585324;22;M;2º Grau Completo;Aux. de Produção;2;1773.79
585486;27;F;2º Grau Completo;Aux. de Produção;2;1773.79
584247;44;F;2º Grau Completo;Aux. de Produção;3;1773.79
582723;47;M;2º Grau Completo;Aux. de Produção;4;1773.79
585381;50;F;2º Grau Completo;Aux. de Produção;2;1773.79
585076;40;F;2º Grau Completo;Aux. de Produção;2;1773.79
581575;47;F;2º Grau Completo;Aux. de Produção;8;1773.79
584657;24;F;2º Grau Completo;Aux. de Produção;3;1773.79
582791;28;F;2º Grau Completo;Aux. de Produção;4;1773.79
584829;51;F;2º Grau Completo;Aux. de Produção;2;1773.79
583131;26;M;2º Grau Completo;Aux. de Produção;4;1773.79
582843;27;F;2º Grau Completo;Aux. de Produção;4;1773.79
581511;45;M;2º Grau Completo;Aux. de Produção;9;1773.79
582451;24;F;2º Grau Completo;Aux. de Produção;5;1773.79
583866;36;F;2º Grau Completo;Aux. de Produção;3;1773.79
584877;47;F;2º Grau Completo;Aux. de Produção;2;1773.79
582952;32;M;2º Grau Completo;Aux. de Produção;4;1773.79
585456;21;F;2º Grau Completo;Aux. de Produção;2;1773.79
582123;26;F;2º Grau Completo;Aux. de Produção;6;1773.79
583264;33;F;2º Grau Completo;Aux. de Produção;4;1773.79
581084;28;F;2º Grau Completo;Aux. de Produção;2;1773.79
584443;56;F;2º Grau Completo;Aux. de Produção;3;1773.79
583373;40;F;2º Grau Completo;Aux. de Produção;4;1773.79
586303;54;M;2º Grau Completo;Aux. de Produção;2;1773.79
582795;40;F;2º Grau Completo;Aux. de Produção;4;1773.79
586404;39;M;2º Grau Completo;Aux. de Produção;2;1773.79
580150;44;F;2º Grau Completo;Aux. de Produção;2;1773.79
580179;21;M;2º Grau Completo;Aux. de Produção;2;1773.79
583887;53;F;2º Grau Completo;Aux. de Produção;3;1773.79
584070;33;F;2º Grau Completo;Aux. de Produção;3;1773.79
582968;27;M;2º Grau Completo;Aux. de Produção;4;1773.79
584972;27;M;2º Grau Completo;Aux. de Produção;2;1773.79
581519;52;F;2º Grau Completo;Aux. de Produção;9;1773.79
582335;39;M;2º Grau Completo;Aux. de Produção;5;1773.79
584643;34;F;2º Grau Completo;Aux. de Produção;3;1773.79
582316;24;M;2º Grau Completo;Aux. de Produção;5;1773.79
581699;37;M;2º Grau Completo;Aux. de Produção;8;1773.79
583743;24;F;2º Grau Completo;Aux. de Produção;3;1773.79
580554;36;F;2º Grau Completo;Aux. de Produção;2;1773.79
584775;51;F;2º Grau Completo;Aux. de Produção;3;1773.79
581348;43;F;2º Grau Completo;Aux. de Produção;9;1773.79
582122;58;F;2º Grau Completo;Aux. de Produção;6;1773.79
581243;45;F;2º Grau Completo;Aux. de Produção;10;1773.79
584823;21;F;2º Grau Completo;Aux. de Produção;3;1773.79
584698;22;M;2º Grau Completo;Aux. de Produção;3;1773.79
581920;34;F;2º Grau Completo;Aux. de Produção;7;1773.79
580904;21;F;2º Grau Completo;Aux. de Produção;2;1773.79
580365;29;F;2º Grau Completo;Aux. de Produção;2;1773.79
582988;23;M;2º Grau Completo;Aux. de Produção;4;1773.79
583215;37;F;2º Grau Completo;Aux. de Produção;4;1773.79
583625;48;F;2º Grau Completo;Aux. de Produção;3;1773.79
583634;47;M;2º Grau Completo;Aux. de Produção;3;1773.79
585338;41;F;2º Grau Completo;Aux. de Produção;2;1773.79
583280;27;F;2º Grau Completo;Aux. de Produção;4;1773.79
584928;23;M;2º Grau Completo;Aux. de Produção;2;1773.79
582907;25;M;2º Grau Completo;Aux. de Produção;4;1773.79
583657;37;F;2º Grau Completo;Aux. de Produção;3;1773.79
583690;43;F;2º Grau Completo;Aux. de Produção;3;1773.79
582399;35;F;2º Grau Completo;Aux. de Produção;5;1773.79
583371;30;F;2º Grau Completo;Aux. de Produção;4;1773.79
581572;27;M;2º Grau Completo;Aux. de Produção;9;1773.79
582548;25;M;2º Grau Completo;Aux. de Produção;5;1773.79
582514;25;F;2º Grau Completo;Aux. de Produção;5;1773.79
582614;28;M;2º Grau Completo;Aux. de Produção;5;1773.79
581669;58;F;2º Grau Completo;Aux. de Produção;8;1773.79
582632;55;M;2º Grau Completo;Aux. de Produção;5;1773.79
581552;37;F;2º Grau Completo;Aux. de Produção;9;1773.79
582296;36;F;2º Grau Completo;Aux. de Produção;5;1773.79
584905;37;M;2º Grau Completo;Aux. de Produção;2;1773.79
586348;22;M;2º Grau Completo;Aux. de Produção;2;1773.79
586349;48;M;2º Grau Completo;Aux. de Produção;2;1773.79
581281;33;F;2º Grau Completo;Aux. de Produção;10;1773.79
581824;29;M;2º Grau Completo;Aux. de Produção;7;1773.79
585337;22;F;2º Grau Completo;Aux. de Produção;2;1773.79
581352;47;F;2º Grau Completo;Aux. de Produção;9;1773.79
582015;33;F;2º Grau Completo;Aux. de Produção;7;1773.79
582521;24;F;2º Grau Completo;Aux. de Produção;5;1773.79
586487;43;M;2º Grau Completo;Aux. de Produção;2;1773.79
581493;45;F;2º Grau Completo;Aux. de Produção;9;1773.79
583766;22;F;2º Grau Completo;Aux. de Produção;3;1773.79
580214;23;F;2º Grau Completo;Aux. de Produção;2;1773.79
584674;50;F;2º Grau Completo;Aux. de Produção;3;1773.79
582511;24;M;2º Grau Completo;Aux. de Produção;5;1773.79
585466;29;F;2º Grau Completo;Aux. de Produção;2;1773.79
581960;30;M;2º Grau Completo;Aux. de Produção;7;1773.79
585489;23;M;2º Grau Completo;Aux. de Produção;2;1773.79
581401;34;M;2º Grau Completo;Aux. de Produção;9;1773.79
581198;54;F;2º Grau Completo;Aux. de Produção;10;1773.79
582806;24;F;2º Grau Completo;Aux. de Produção;4;1773.79
581568;51;M;2º Grau Completo;Aux. de Produção;9;1773.79
584613;44;F;2º Grau Completo;Aux. de Produção;3;1773.79
584771;33;F;2º Grau Completo;Aux. de Produção;3;1773.79
585758;32;F;2º Grau Completo;Aux. de Produção;2;1773.79
582169;56;M;2º Grau Completo;Aux. de Produção;6;1773.79
582205;34;F;2º Grau Completo;Aux. de Produção;6;1773.79
582120;42;M;2º Grau Completo;Aux. de Produção;6;1773.79
581280;29;F;2º Grau Completo;Aux. de Produção;10;1773.79
584876;22;F;2º Grau Completo;Aux. de Produção;2;1773.79
584355;25;F;2º Grau Completo;Aux. de Produção;3;1773.79
579941;23;M;2º Grau Completo;Aux. de Produção;2;1773.79
584459;22;M;2º Grau Completo;Aux. de Produção;3;1773.79
580299;20;F;2º Grau Completo;Aux. de Produção;2;1773.79
583865;28;F;2º Grau Completo;Aux. de Produção;3;1773.79
584999;37;F;2º Grau Completo;Aux. de Produção;2;1773.79
584403;30;M;2º Grau Completo;Aux. de Produção;3;1773.79
579664;25;F;2º Grau Completo;Aux. de Produção;2;1773.79
585112;38;M;2º Grau Completo;Aux. de Produção;2;1773.79
581249;48;F;2º Grau Completo;Aux. de Produção;10;1773.79
583415;25;F;2º Grau Completo;Aux. de Produção;4;1773.79
584522;22;F;2º Grau Completo;Aux. de Produção;3;1773.79
582302;24;F;2º Grau Completo;Aux. de Produção;5;1773.79
581631;55;F;2º Grau Completo;Aux. de Produção;8;1773.79
581707;40;F;2º Grau Completo;Aux. de Produção;8;1773.79
584581;28;F;2º Grau Completo;Aux. de Produção;3;1773.79
580790;28;F;2º Grau Completo;Aux. de Produção;2;1773.79
583412;45;M;2º Grau Completo;Aux. de Produção;4;1773.79
582874;23;F;2º Grau Completo;Aux. de Produção;4;1773.79
583000;54;F;2º Grau Completo;Aux. de Produção;4;1773.79
582252;29;M;2º Grau Completo;Aux. de Produção;6;1773.79
583470;27;F;2º Grau Completo;Aux. de Produção;4;1773.79
582167;49;M;2º Grau Completo;Aux. de Produção;6;1773.79
580975;21;F;2º Grau Completo;Aux. de Produção;2;1773.79
583073;41;F;2º Grau Completo;Aux. de Produção;4;1773.79
580276;42;F;2º Grau Completo;Aux. de Produção;2;1773.79
581426;35;F;2º Grau Completo;Aux. de Produção;9;1773.79
584525;25;F;2º Grau Completo;Aux. de Produção;3;1773.79
584533;43;F;2º Grau Completo;Aux. de Produção;3;1773.79
581666;27;M;2º Grau Completo;Aux. de Produção;8;1773.79
583101;31;F;2º Grau Completo;Aux. de Produção;4;1773.79
584214;37;F;2º Grau Completo;Aux. de Produção;3;1773.79
584922;29;F;2º Grau Completo;Aux. de Produção;2;1773.79
583844;47;M;2º Grau Completo;Aux. de Produção;3;1773.79
582549;30;F;2º Grau Completo;Aux. de Produção;5;1773.79
580473;49;F;2º Grau Completo;Aux. de Produção;2;1773.79
597126;28;F;2º Grau Completo;Aux. de Produção;1;1773.79
596462;31;M;2º Grau Completo;Aux. de Produção;1;1773.79
597167;23;M;2º Grau Completo;Aux. de Produção;1;1773.79
597172;22;F;2º Grau Completo;Aux. de Produção;1;1773.79
596672;25;F;2º Grau Completo;Aux. de Produção;1;1773.79
597455;41;F;2º Grau Completo;Aux. de Produção;1;1773.79
597321;40;M;2º Grau Completo;Aux. de Produção;1;1773.79
596050;30;M;2º Grau Completo;Aux. de Produção;1;1773.79
596053;21;M;2º Grau Completo;Aux. de Produção;1;1773.79
596473;40;F;2º Grau Completo;Aux. de Produção;1;1773.79
596684;25;F;2º Grau Completo;Aux. de Produção;1;1773.79
596685;41;M;2º Grau Completo;Aux. de Produção;1;1773.79
597328;21;F;2º Grau Completo;Aux. de Produção;1;1773.79
597144;21;F;2º Grau Completo;Aux. de Produção;1;1773.79
596449;31;F;2º Grau Completo;Aux. de Produção;1;1773.79
596041;24;F;2º Grau Completo;Aux. de Produção;1;1773.79
597053;27;M;2º Grau Completo;Aux. de Produção;1;1773.79
595980;20;F;2º Grau Completo;Aux. de Produção;1;1773.79
596578;22;M;2º Grau Completo;Aux. de Produção;1;1773.79
595900;28;F;2º Grau Completo;Aux. de Produção;1;1773.79
596421;32;F;2º Grau Completo;Aux. de Produção;1;1773.79
596626;27;M;2º Grau Completo;Aux. de Produção;1;1773.79
584543;23;F;2º Grau Completo;Aux. de Produção;3;1773.79
596839;49;F;2º Grau Completo;Aux. de Produção;1;1773.79
596852;46;M;2º Grau Completo;Aux. de Produção;1;1773.79
597177;39;M;2º Grau Completo;Aux. de Produção;1;1773.79
595945;23;F;2º Grau Completo;Aux. de Produção;1;1773.79
597362;20;M;2º Grau Completo;Aux. de Produção;1;1773.79
595934;23;F;2º Grau Completo;Aux. de Produção;1;1773.79
596733;27;F;2º Grau Completo;Aux. de Produção;1;1773.79
597206;34;F;2º Grau Completo;Aux. de Produção;1;1773.79
597589;23;F;2º Grau Completo;Aux. de Produção;1;1773.79
597187;31;M;2º Grau Completo;Aux. de Produção;1;1773.79
596784;25;M;2º Grau Completo;Aux. de Produção;1;1773.79
595828;38;F;2º Grau Completo;Aux. de Produção;1;1773.79
595831;19;M;2º Grau Completo;Aux. de Produção;1;1773.79
596099;31;M;2º Grau Completo;Aux. de Produção;1;1773.79
595849;24;F;2º Grau Completo;Aux. de Produção;1;1773.79
596975;49;F;2º Grau Completo;Aux. de Produção;1;1773.79
597394;42;F;2º Grau Completo;Aux. de Produção;1;1773.79
596980;57;M;2º Grau Completo;Aux. de Produção;1;1773.79
597278;33;F;2º Grau Completo;Aux. de Produção;1;1773.79
596987;21;F;2º Grau Completo;Aux. de Produção;1;1773.79
597164;23;M;2º Grau Completo;Aux. de Produção;1;1773.79
596276;19;F;2º Grau Completo;Aux. de Produção;1;1773.79
596813;26;M;2º Grau Completo;Aux. de Produção;1;1773.79
592795;25;F;2º Grau Completo;Aux. de Produção;1;1773.79
592973;20;F;2º Grau Completo;Aux. de Produção;1;1773.79
590889;21;M;2º Grau Completo;Aux. de Produção;2;1773.79
595464;37;F;2º Grau Completo;Aux. de Produção;1;1773.79
588137;20;M;2º Grau Completo;Aux. de Produção;2;1773.79
589653;25;F;2º Grau Completo;Aux. de Produção;2;1773.79
593286;49;F;2º Grau Completo;Aux. de Produção;1;1773.79
587323;24;F;2º Grau Completo;Aux. de Produção;2;1773.79
594768;37;M;2º Grau Completo;Aux. de Produção;1;1773.79
595091;23;F;2º Grau Completo;Aux. de Produção;1;1773.79
592132;36;M;2º Grau Completo;Aux. de Produção;1;1773.79
589051;21;M;2º Grau Completo;Aux. de Produção;2;1773.79
594820;21;F;2º Grau Completo;Aux. de Produção;1;1773.79
592306;27;M;2º Grau Completo;Aux. de Produção;1;1773.79
594136;51;M;2º Grau Completo;Aux. de Produção;1;1773.79
594144;20;F;2º Grau Completo;Aux. de Produção;1;1773.79
592637;28;F;2º Grau Completo;Aux. de Produção;1;1773.79
594424;25;F;2º Grau Completo;Aux. de Produção;1;1773.79
595656;19;F;2º Grau Completo;Aux. de Produção;1;1773.79
592302;20;M;2º Grau Completo;Aux. de Produção;1;1773.79
594282;22;M;2º Grau Completo;Aux. de Produção;1;1773.79
593044;32;F;2º Grau Completo;Aux. de Produção;1;1773.79
593040;22;F;2º Grau Completo;Aux. de Produção;1;1773.79
594097;24;M;2º Grau Completo;Aux. de Produção;1;1773.79
594101;24;F;2º Grau Completo;Aux. de Produção;1;1773.79
589188;22;F;2º Grau Completo;Aux. de Produção;2;1773.79
591989;31;F;2º Grau Completo;Aux. de Produção;1;1773.79
595821;22;M;2º Grau Completo;Aux. de Produção;1;1773.79
587591;24;M;2º Grau Completo;Aux. de Produção;2;1773.79
594109;20;M;2º Grau Completo;Aux. de Produção;1;1773.79
594111;19;M;2º Grau Completo;Aux. de Produção;1;1773.79
595682;26;M;2º Grau Completo;Aux. de Produção;1;1773.79
595647;19;F;2º Grau Completo;Aux. de Produção;1;1773.79
595649;23;F;2º Grau Completo;Aux. de Produção;1;1773.79
593959;43;M;2º Grau Completo;Aux. de Produção;1;1773.79
594527;23;M;2º Grau Completo;Aux. de Produção;1;1773.79
595651;21;M;2º Grau Completo;Aux. de Produção;1;1773.79
589565;24;F;2º Grau Completo;Aux. de Produção;2;1773.79
595775;50;F;2º Grau Completo;Aux. de Produção;1;1773.79
595777;42;F;2º Grau Completo;Aux. de Produção;1;1773.79
591845;28;M;2º Grau Completo;Aux. de Produção;1;1773.79
591847;29;F;2º Grau Completo;Aux. de Produção;1;1773.79
592702;37;F;2º Grau Completo;Aux. de Produção;1;1773.79
590091;23;M;2º Grau Completo;Aux. de Produção;2;1773.79
588598;27;M;2º Grau Completo;Aux. de Produção;2;1773.79
591863;29;F;2º Grau Completo;Aux. de Produção;1;1773.79
594065;33;F;2º Grau Completo;Aux. de Produção;1;1773.79
594714;21;F;2º Grau Completo;Aux. de Produção;1;1773.79
590048;47;M;2º Grau Completo;Aux. de Produção;2;1773.79
593649;28;M;2º Grau Completo;Aux. de Produção;1;1773.79
588412;23;M;2º Grau Completo;Aux. de Produção;2;1773.79
592900;24;M;2º Grau Completo;Aux. de Produção;1;1773.79
589374;29;M;2º Grau Completo;Aux. de Produção;2;1773.79
595351;20;F;2º Grau Completo;Aux. de Produção;1;1773.79
592890;21;F;2º Grau Completo;Aux. de Produção;1;1773.79
591971;25;F;2º Grau Completo;Aux. de Produção;1;1773.79
591196;34;M;2º Grau Completo;Aux. de Produção;2;1773.79
593916;22;F;2º Grau Completo;Aux. de Produção;1;1773.79
590746;23;M;2º Grau Completo;Aux. de Produção;2;1773.79
595458;22;F;2º Grau Completo;Aux. de Produção;1;1773.79
592952;20;F;2º Grau Completo;Aux. de Produção;1;1773.79
593211;48;F;2º Grau Completo;Aux. de Produção;1;1773.79
588943;22;F;2º Grau Completo;Aux. de Produção;2;1773.79
591492;24;F;2º Grau Completo;Aux. de Produção;2;1773.79
593798;26;F;2º Grau Completo;Aux. de Produção;1;1773.79
591585;20;F;2º Grau Completo;Aux. de Produção;2;1773.79
590054;40;M;2º Grau Completo;Aux. de Produção;2;1773.79
593811;20;F;2º Grau Completo;Aux. de Produção;1;1773.79
590058;21;M;2º Grau Completo;Aux. de Produção;2;1773.79
593922;30;F;2º Grau Completo;Aux. de Produção;1;1773.79
595690;33;F;2º Grau Completo;Aux. de Produção;1;1773.79
590248;20;M;2º Grau Completo;Aux. de Produção;2;1773.79
592519;57;F;2º Grau Completo;Aux. de Produção;1;1773.79
590263;47;F;2º Grau Completo;Aux. de Produção;2;1773.79
595708;21;F;2º Grau Completo;Aux. de Produção;1;1773.79
594904;23;F;2º Grau Completo;Aux. de Produção;1;1773.79
593236;21;F;2º Grau Completo;Aux. de Produção;1;1773.79
590008;20;M;2º Grau Completo;Aux. de Produção;2;1773.79
594636;19;F;2º Grau Completo;Aux. de Produção;1;1773.79
593334;19;M;2º Grau Completo;Aux. de Produção;1;1773.79
593239;25;F;2º Grau Completo;Aux. de Produção;1;1773.79
589561;55;M;2º Grau Completo;Aux. de Produção;2;1773.79
592682;52;M;2º Grau Completo;Aux. de Produção;1;1773.79
594996;21;M;2º Grau Completo;Aux. de Produção;1;1773.79
595730;42;F;2º Grau Completo;Aux. de Produção;1;1773.79
595077;28;F;2º Grau Completo;Aux. de Produção;1;1773.79
595079;52;F;2º Grau Completo;Aux. de Produção;1;1773.79
595080;48;F;2º Grau Completo;Aux. de Produção;1;1773.79
591606;39;M;2º Grau Completo;Aux. de Produção;2;1773.79
593829;21;F;2º Grau Completo;Aux. de Produção;1;1773.79
588842;26;F;2º Grau Completo;Aux. de Produção;2;1773.79
590351;35;F;2º Grau Completo;Aux. de Produção;2;1773.79
590357;30;F;2º Grau Completo;Aux. de Produção;2;1773.79
587892;30;F;2º Grau Completo;Aux. de Produção;2;1773.79
595036;45;F;2º Grau Completo;Aux. de Produção;1;1773.79
595285;52;M;2º Grau Completo;Aux. de Produção;1;1773.79
590359;25;F;2º Grau Completo;Aux. de Produção;2;1773.79
592438;26;M;2º Grau Completo;Aux. de Produção;1;1773.79
592206;26;F;2º Grau Completo;Aux. de Produção;1;1773.79
592668;20;F;2º Grau Completo;Aux. de Produção;1;1773.79
592447;30;F;2º Grau Completo;Aux. de Produção;1;1773.79
594682;46;M;2º Grau Completo;Aux. de Produção;1;1773.79
587653;42;F;2º Grau Completo;Aux. de Produção;2;1773.79
593748;43;F;2º Grau Completo;Aux. de Produção;1;1773.79
593665;27;F;2º Grau Completo;Aux. de Produção;1;1773.79
591977;22;F;2º Grau Completo;Aux. de Produção;1;1773.79
592356;36;M;2º Grau Completo;Aux. de Produção;1;1773.79
594686;33;F;2º Grau Completo;Aux. de Produção;1;1773.79
595503;22;F;2º Grau Completo;Aux. de Produção;1;1773.79
595509;19;F;2º Grau Completo;Aux. de Produção;1;1773.79
592267;21;M;2º Grau Completo;Aux. de Produção;1;1773.79
593028;24;F;2º Grau Completo;Aux. de Produção;1;1773.79
592097;22;F;2º Grau Completo;Aux. de Produção;1;1773.79
594777;28;F;2º Grau Completo;Aux. de Produção;1;1773.79
595150;24;F;2º Grau Completo;Aux. de Produção;1;1773.79
591524;27;F;2º Grau Completo;Aux. de Produção;2;1773.79
588803;20;M;2º Grau Completo;Aux. de Produção;2;1773.79
594920;21;M;2º Grau Completo;Aux. de Produção;1;1773.79
590072;32;M;2º Grau Completo;Aux. de Produção;2;1773.79
587935;40;F;2º Grau Completo;Aux. de Produção;2;1773.79
